Name,Age,GPA,Credits Completed,Year,Pathway
"Christopher,Seeman",14,2.19,38,Sophmore,Engineering
"Mohammed,Dover",18,2.46,59,Senior,culinary
"William,Janus",19,0.44,41,Senior,Early College
"Jerome ,Anderson",14,3.66,1,Freshman,Computer Science
"Mac,Smith",14,2.38,11,Senior,criminal justice
"Jerome ,Smith",17,1.06,48,Junior,Athletics
"Christopher,Dirkas",19,0.79,18,Freshman,criminal justice
"Jessica ,Dirkas",19,4.15,4,Junior,Computer Science
"Ben ,Dover",18,3.51,38,Senior,Early childhood Education
"Richard,Emma",19,2.52,10,Senior,Pedophile
"Christopher,Seeman",17,2.13,19,Sophmore,Early College
"Christopher,Janus",17,2.09,57,Freshman,Pedophile
"Jessica ,Dover",18,1.01,34,Senior,Music
"Mohammed,Seeman",18,4.01,31,Junior,Pedophile
"Thomas,Emma",15,3.24,30,Sophmore,Athletics
"Mohammed,Kurtis",17,0.08,54,Freshman,Pedophile
"Mary ,Dirkas",17,0.84,22,Junior,Music
"David,Seeman",18,1.23,26,Freshman,criminal justice
"Jerome ,Alakas",16,2.58,2,Freshman,Pervert
"Joe,Anderson",18,1.93,26,Freshman,Music
"Thomas,Tarken",17,1.44,24,Sophmore,Early childhood Education
"Jessica ,Alakas",15,0.16,1,Sophmore,Marketing
"Jerome ,Seeman",19,2.74,9,Freshman,Math
"Thomas,Seeman",16,3.63,48,Freshman,Early childhood Education
"Mary ,Kurtis",19,2.33,23,Sophmore,Music
"Robert,Dirkas",15,1.52,21,Junior,Bio med
"William,Seeman",18,2.37,4,Senior,Early College
"Thomas,Smith",16,3.72,0,Junior,Engineering
"William,Anderson",15,1.5,17,Senior,criminal justice
"Mohammed,Smith",17,4.04,11,Freshman,Bio med
"William,Seeman",17,2.8,18,Junior,Early College
"Mary ,Alakas",18,4.4,19,Senior,Pervert
"Ben ,Anderson",19,3.18,36,Sophmore,Pervert
"Mac,Dover",15,0.9,41,Sophmore,culinary
"Mary ,Dover",16,2.91,45,Sophmore,criminal justice
"Mac,Janus",15,3.13,30,Freshman,Buisness
"James ,Emma",17,4.45,37,Sophmore,Engineering
"Thomas,Dover",14,3.42,51,Junior,Computer Science
"Hugh ,Seeman",17,2.28,14,Senior,Math
"David,Janus",15,1.1,12,Freshman,Early childhood Education
"John ,Dirkas",14,3.27,54,Freshman,Music
"John ,Anderson",18,0.16,16,Sophmore,Music
"Thomas,Dirkas",19,0.97,42,Senior,culinary
"David,Smith",15,3.25,34,Senior,Early College
"William,Smith",18,4.28,43,Senior,Early College
"Joe,Janus",14,2.49,6,Freshman,Buisness
"Jerome ,Janus",15,3.58,40,Junior,Bio med
"Mac,Tarken",15,3.84,50,Sophmore,Bio med
"Robert,Dirkas",19,1.49,33,Junior,Music
"Joe,Smith",14,2.79,17,Sophmore,Bio med
"William,Janus",16,2.25,59,Freshman,Early childhood Education
"Hugh ,Emma",17,2.14,36,Senior,Athletics
"Joe,Tarken",18,3.36,33,Junior,Bio med
"Jerome ,Emma",19,4.18,23,Junior,Buisness
"Jerome ,Smith",17,3.26,21,Junior,Math
"Mac,Tarken",19,3.08,10,Freshman,Buisness
"Jerome ,Emma",17,1.36,42,Junior,Math
"Hugh ,Kurtis",18,1.51,43,Sophmore,culinary
"Christopher,Anderson",14,4.44,9,Senior,Buisness
"Joe,Dover",19,3.16,57,Junior,Pedophile
"Thomas,Emma",18,1.02,45,Junior,Buisness
"Mary ,Dover",17,4.06,54,Junior,Pedophile
"Richard,Tarken",14,1.15,41,Senior,Buisness
"Carman ,Janus",19,3.12,45,Senior,Buisness
"Mary ,Alakas",18,0.44,30,Junior,culinary
"Robert,Tarken",17,3.2,11,Junior,Engineering
"David,Seeman",18,4.48,14,Senior,Pervert
"Ben ,Tarken",19,2.7,13,Senior,Early College
"Hugh ,Dirkas",19,4.27,20,Junior,culinary
"Jessica ,Anderson",18,1.42,34,Senior,Pervert
"James ,Seeman",18,4.26,0,Sophmore,Computer Science
"Mohammed,Dover",16,0.28,31,Sophmore,Bio med
"James ,Anderson",16,3.25,40,Freshman,Early childhood Education
"Christopher,Seeman",18,1.25,17,Senior,criminal justice
"Carman ,Anderson",19,0.06,25,Senior,Math
"James ,Janus",15,1.11,15,Junior,Math
"Ben ,Alakas",19,3.22,50,Junior,Computer Science
"Thomas,Anderson",17,1.7,5,Senior,Early College
"Carman ,Janus",15,0.85,45,Senior,Engineering
"James ,Seeman",17,1.76,19,Senior,Buisness
"James ,Smith",19,0.82,8,Freshman,Buisness
"Joe,Emma",15,0.58,33,Freshman,culinary
"Hugh ,Anderson",16,3.5,49,Senior,Computer Science
"Ben ,Dirkas",16,0.04,38,Senior,Early childhood Education
"Carman ,Dover",19,2.75,15,Senior,Music
"John ,Seeman",16,0.55,53,Sophmore,Early College
"Thomas,Emma",18,0.67,53,Sophmore,Athletics
"Carman ,Kurtis",17,3.22,55,Junior,Early childhood Education
"Richard,Alakas",16,1.14,51,Junior,Engineering
"Jerome ,Dover",19,1.26,45,Freshman,Marketing
"Carman ,Smith",14,3.02,4,Senior,Computer Science
"James ,Alakas",18,3.18,33,Junior,Buisness
"Richard,Dirkas",15,4.42,17,Sophmore,culinary
"Mary ,Alakas",14,1.7,38,Sophmore,Bio med
"Richard,Dover",17,1.71,56,Senior,Music
"Ben ,Smith",15,3.21,8,Sophmore,criminal justice
"Jessica ,Seeman",16,4.45,42,Junior,Early childhood Education
"Carman ,Janus",18,2.08,44,Freshman,Math
"James ,Janus",17,4.22,0,Freshman,Early childhood Education
"Hugh ,Dirkas",14,2.21,20,Junior,Early College
"Mohammed,Alakas",17,0.39,48,Freshman,criminal justice
"John ,Emma",18,3.99,0,Junior,Pervert
"James ,Emma",15,2.72,34,Freshman,Engineering
"Jessica ,Alakas",16,3.69,57,Senior,Engineering
"Christopher,Dirkas",16,0.15,42,Senior,Math
"Mohammed,Kurtis",19,3.81,11,Junior,Marketing
"Carman ,Dirkas",15,0.88,41,Freshman,Engineering
"James ,Smith",18,3.8,53,Freshman,Engineering
"John ,Alakas",16,1.51,17,Senior,Math
"Mary ,Dirkas",16,0.74,49,Sophmore,Early childhood Education
"Jessica ,Janus",14,3.31,12,Sophmore,culinary
"Jerome ,Kurtis",17,1.96,58,Senior,criminal justice
"Richard,Tarken",16,4.02,60,Senior,Math
"Joe,Anderson",16,3.66,49,Freshman,Marketing
"Mac,Seeman",16,1.82,41,Sophmore,Engineering
"Ben ,Anderson",16,1.47,29,Senior,Pervert
"David,Kurtis",15,3.76,29,Senior,Pervert
"Mac,Janus",17,3.72,2,Senior,Buisness
"Carman ,Anderson",16,0.52,21,Freshman,Pervert
"Jessica ,Dover",15,4.24,59,Freshman,Pervert
"Mohammed,Emma",17,1.37,51,Sophmore,Early College
"Richard,Alakas",17,1.58,40,Junior,Music
"Thomas,Alakas",17,0.4,39,Junior,Early childhood Education
"Mohammed,Dirkas",17,2.77,38,Sophmore,Buisness
"William,Seeman",15,2.36,54,Senior,Pedophile
"Mac,Smith",15,0.17,2,Sophmore,Pervert
"Robert,Alakas",15,0.17,38,Freshman,culinary
"James ,Anderson",17,1.53,44,Junior,Engineering
"David,Anderson",15,4.44,13,Senior,Marketing
"Jessica ,Dover",16,0.53,45,Freshman,Bio med
"Thomas,Dover",14,3.77,55,Sophmore,Athletics
"Ben ,Janus",14,0.95,10,Junior,Bio med
"James ,Dirkas",18,1.13,58,Junior,Athletics
"Hugh ,Dirkas",16,2.21,42,Sophmore,Buisness
"Carman ,Kurtis",19,3.61,10,Senior,Bio med
"Ben ,Janus",14,4.11,30,Junior,Buisness
"Thomas,Kurtis",16,1.26,10,Freshman,Engineering
"David,Smith",19,1.86,17,Senior,Math
"Robert,Janus",19,0.68,1,Senior,criminal justice
"Mohammed,Kurtis",18,1.31,16,Sophmore,Music
"John ,Dirkas",17,0.07,42,Junior,Computer Science
"Mary ,Anderson",17,2.75,12,Sophmore,culinary
"Mohammed,Anderson",17,0.86,1,Freshman,Bio med
"Mary ,Dover",19,0.17,26,Sophmore,Music
"Jessica ,Seeman",17,0.82,3,Freshman,Music
"David,Dirkas",18,2.09,22,Freshman,Math
"David,Emma",17,2.38,18,Freshman,Computer Science
"Joe,Janus",15,2.84,46,Sophmore,Early childhood Education
"Mary ,Anderson",17,3.1,33,Senior,Engineering
"Mac,Dover",17,0.73,41,Junior,Pervert
"Ben ,Alakas",18,1.54,40,Senior,Music
"John ,Dirkas",19,1.0,47,Junior,Early College
"Jessica ,Emma",17,3.38,54,Sophmore,Marketing
"Joe,Dover",19,0.9,37,Junior,Pedophile
"Carman ,Janus",17,3.28,45,Sophmore,Early childhood Education
"John ,Anderson",19,2.79,43,Junior,Early College
"Hugh ,Seeman",14,1.3,25,Senior,Marketing
"Jessica ,Emma",17,4.4,23,Junior,Computer Science
"Jerome ,Seeman",17,0.92,56,Freshman,Early childhood Education
"John ,Alakas",16,2.34,10,Freshman,Pedophile
"Mary ,Anderson",17,2.85,41,Senior,Engineering
"William,Emma",19,1.62,60,Freshman,Marketing
"Thomas,Alakas",14,2.18,57,Sophmore,Marketing
"Hugh ,Smith",18,1.76,5,Junior,criminal justice
"Hugh ,Kurtis",18,4.42,4,Senior,Early childhood Education
"Mac,Emma",16,2.1,38,Junior,culinary
"Ben ,Alakas",14,2.51,41,Freshman,Engineering
"William,Smith",14,2.3,43,Sophmore,Engineering
"Mac,Anderson",17,3.0,53,Senior,culinary
"Christopher,Dirkas",15,4.07,28,Sophmore,culinary
"Jessica ,Emma",17,1.25,17,Junior,Pedophile
"Thomas,Janus",17,0.55,43,Freshman,Athletics
"James ,Janus",16,1.41,41,Sophmore,Engineering
"Jerome ,Janus",17,3.93,32,Freshman,Buisness
"Carman ,Tarken",15,3.59,23,Senior,Pervert
"William,Smith",14,1.4,42,Senior,Pervert
"Thomas,Janus",18,2.66,26,Junior,criminal justice
"Carman ,Tarken",14,3.97,7,Sophmore,Computer Science
"Carman ,Smith",15,0.23,34,Senior,Pedophile
"Hugh ,Emma",17,3.46,8,Senior,Early College
"Jerome ,Tarken",14,3.47,37,Sophmore,Pedophile
"Mac,Tarken",17,2.02,54,Freshman,Bio med
"Robert,Dirkas",14,2.55,40,Sophmore,Music
"William,Dover",16,3.49,58,Senior,Pedophile
"Carman ,Kurtis",18,2.16,10,Junior,Pervert
"Ben ,Tarken",15,0.42,23,Freshman,Pervert
"John ,Smith",15,0.63,55,Senior,Engineering
"Jessica ,Tarken",16,1.62,14,Freshman,Pervert
"Thomas,Alakas",15,3.79,29,Senior,Pedophile
"Hugh ,Anderson",18,0.88,45,Sophmore,Early College
"Christopher,Dover",19,4.05,26,Junior,Bio med
"Richard,Smith",18,0.34,42,Senior,Music
"David,Anderson",14,2.96,2,Sophmore,Pervert
"Christopher,Tarken",17,0.55,26,Senior,Early childhood Education
"Mary ,Emma",17,3.75,52,Freshman,Marketing
"John ,Smith",17,2.46,17,Senior,Early College
"Christopher,Smith",18,1.41,37,Senior,Buisness
"Ben ,Dover",17,2.83,9,Senior,criminal justice
"Hugh ,Emma",18,3.66,8,Sophmore,Pervert
"David,Seeman",18,2.65,20,Senior,Computer Science
"Joe,Alakas",19,3.66,13,Sophmore,Buisness
"Mac,Dirkas",15,0.95,43,Sophmore,Pedophile
"Christopher,Alakas",14,2.57,29,Freshman,Math
"Thomas,Smith",19,2.75,42,Junior,Early childhood Education
"Mary ,Anderson",15,1.04,50,Junior,Pervert
"Carman ,Dirkas",18,1.85,2,Freshman,criminal justice
"James ,Janus",14,1.28,21,Sophmore,Pervert
"Carman ,Seeman",16,0.08,56,Sophmore,Math
"Jessica ,Seeman",15,3.04,53,Junior,Computer Science
"Carman ,Dirkas",14,4.49,23,Senior,culinary
"David,Dover",19,4.23,43,Freshman,Marketing
"James ,Alakas",19,0.68,29,Junior,Early childhood Education
"Hugh ,Alakas",18,3.89,10,Junior,criminal justice
"Mary ,Smith",19,2.07,50,Freshman,culinary
"Jerome ,Seeman",19,0.02,22,Junior,Buisness
"Mohammed,Alakas",18,0.11,46,Senior,Computer Science
"Mac,Emma",16,1.27,48,Senior,Pervert
"Ben ,Anderson",18,2.45,58,Senior,Bio med
"Robert,Dover",18,1.85,22,Freshman,Early College
"Jessica ,Kurtis",15,2.92,17,Junior,Pedophile
"Mary ,Dirkas",19,2.38,35,Senior,Marketing
"Christopher,Anderson",17,2.19,27,Senior,Music
"Christopher,Dirkas",16,3.0,4,Junior,culinary
"Jerome ,Janus",14,2.93,29,Sophmore,Early childhood Education
"John ,Kurtis",16,4.37,34,Sophmore,Early childhood Education
"Mohammed,Dirkas",18,3.55,19,Freshman,Early College
"David,Dover",19,2.38,26,Junior,Early childhood Education
"Mac,Janus",16,3.29,44,Senior,Athletics
"John ,Dover",17,2.78,43,Sophmore,culinary
"Mary ,Emma",18,1.58,28,Junior,Early childhood Education
"Hugh ,Tarken",16,3.7,1,Freshman,Buisness
"Carman ,Dover",16,4.11,11,Junior,culinary
"Ben ,Janus",15,1.36,46,Freshman,Pervert
"Jessica ,Dover",19,2.18,8,Senior,Athletics
"Robert,Kurtis",16,4.25,4,Freshman,Pedophile
"Carman ,Kurtis",14,2.21,54,Senior,Computer Science
"Robert,Seeman",15,3.97,43,Senior,criminal justice
"Christopher,Smith",18,3.64,37,Senior,Athletics
"Robert,Tarken",18,0.48,0,Junior,Early childhood Education
"Christopher,Anderson",16,1.42,36,Senior,criminal justice
"Robert,Seeman",17,2.58,18,Sophmore,Marketing
"Richard,Seeman",17,0.52,14,Senior,Math
"Thomas,Janus",15,3.88,15,Sophmore,Pedophile
"William,Dirkas",14,1.8,43,Freshman,Music
"David,Smith",16,3.99,39,Freshman,Buisness
"Jerome ,Alakas",19,0.88,53,Sophmore,Computer Science
"Carman ,Emma",18,3.45,46,Freshman,culinary
"Ben ,Dover",15,0.08,42,Junior,criminal justice
"Mohammed,Dover",19,2.39,56,Sophmore,Marketing
"Jerome ,Smith",17,3.28,47,Freshman,Math
"Richard,Smith",18,0.34,54,Sophmore,Buisness
"Jerome ,Dirkas",15,2.45,36,Sophmore,Music
"Christopher,Dirkas",17,1.11,41,Senior,Athletics
"Robert,Dirkas",16,0.88,3,Sophmore,Pervert
"Christopher,Tarken",18,1.52,31,Freshman,Marketing
"Ben ,Emma",18,0.07,12,Junior,Athletics
"Jerome ,Janus",15,0.4,39,Sophmore,Bio med
"Mary ,Janus",19,0.87,35,Freshman,Marketing
"Carman ,Janus",14,4.41,24,Junior,Bio med
"Robert,Janus",14,2.15,29,Senior,Pedophile
"James ,Dirkas",15,2.54,21,Sophmore,culinary
"Jerome ,Janus",15,0.85,44,Freshman,Bio med
"Joe,Anderson",17,0.22,21,Junior,Early College
"Mac,Seeman",19,0.29,51,Senior,Math
"Ben ,Tarken",14,0.8,38,Sophmore,Computer Science
"Joe,Tarken",16,2.13,11,Senior,Pervert
"Robert,Dirkas",16,3.51,32,Freshman,Athletics
"John ,Anderson",18,1.7,46,Senior,Athletics
"Jessica ,Smith",18,1.5,58,Junior,Pervert
"Hugh ,Anderson",16,2.74,19,Freshman,criminal justice
"Mac,Tarken",14,2.62,52,Sophmore,Computer Science
"John ,Smith",15,2.21,7,Sophmore,culinary
"Carman ,Smith",16,2.64,2,Senior,culinary
"William,Dirkas",15,1.26,8,Sophmore,Athletics
"Richard,Seeman",18,1.52,9,Junior,Engineering
"Ben ,Dover",15,4.02,45,Junior,Engineering
"Mac,Kurtis",17,2.09,23,Freshman,Math
"Jessica ,Tarken",16,0.73,60,Sophmore,Music
"David,Smith",14,0.17,2,Senior,Engineering
"Mohammed,Anderson",16,4.21,45,Freshman,Early childhood Education
"Mary ,Janus",16,1.48,27,Senior,Bio med
"Carman ,Emma",14,1.31,13,Sophmore,culinary
"Richard,Dirkas",19,1.24,25,Junior,Pervert
"Christopher,Kurtis",16,1.86,51,Sophmore,Marketing
"Richard,Emma",14,0.46,10,Senior,Early childhood Education
"Thomas,Kurtis",18,3.19,39,Sophmore,Pervert
"Ben ,Tarken",19,4.04,54,Junior,criminal justice
"Jessica ,Dirkas",19,2.59,42,Sophmore,Marketing
"Carman ,Alakas",19,2.92,2,Sophmore,criminal justice
"Christopher,Seeman",18,3.51,9,Junior,culinary
"Hugh ,Anderson",16,0.27,5,Sophmore,Early College
"Robert,Anderson",18,3.11,46,Junior,criminal justice
"Mohammed,Alakas",18,0.63,17,Junior,Music
"Carman ,Dirkas",18,1.43,46,Sophmore,Buisness
"James ,Kurtis",15,2.42,44,Junior,Early childhood Education
"Joe,Kurtis",19,1.35,58,Junior,Early College
"Jessica ,Smith",18,1.65,43,Freshman,criminal justice
"Mohammed,Kurtis",16,3.11,30,Junior,Pedophile
"Robert,Janus",14,4.25,6,Sophmore,Music
"Mary ,Smith",16,0.34,46,Sophmore,Bio med
"Hugh ,Anderson",14,0.01,53,Senior,Computer Science
"William,Tarken",18,2.48,50,Freshman,Athletics
"Jerome ,Anderson",19,2.84,8,Freshman,Marketing
"Mac,Dirkas",15,0.58,8,Senior,Athletics
"James ,Dover",17,2.59,4,Senior,Computer Science
"Carman ,Alakas",17,3.76,11,Junior,Early College
"William,Dirkas",15,3.93,23,Senior,Computer Science
"Jerome ,Smith",18,4.45,14,Freshman,Athletics
"Jerome ,Janus",17,0.34,12,Sophmore,Music
"Jessica ,Janus",16,2.01,27,Junior,Early childhood Education
"David,Tarken",16,1.9,37,Senior,Buisness
"David,Smith",15,2.51,48,Sophmore,Engineering
"Thomas,Anderson",15,1.29,9,Freshman,Athletics
"John ,Seeman",15,4.46,45,Freshman,Pedophile
"Ben ,Smith",16,1.86,32,Senior,Early childhood Education
"Jessica ,Smith",16,1.04,7,Freshman,Computer Science
"John ,Alakas",16,0.4,3,Freshman,Early childhood Education
"Joe,Alakas",17,1.25,42,Sophmore,Pervert
"John ,Janus",14,3.23,7,Senior,Computer Science
"Mac,Dover",16,0.03,26,Senior,Early childhood Education
"Robert,Emma",16,2.11,26,Junior,Pedophile
"John ,Janus",18,3.4,53,Senior,Engineering
"Richard,Seeman",14,4.35,30,Senior,culinary
"Mohammed,Dover",16,1.73,9,Sophmore,culinary
"James ,Seeman",18,2.59,36,Junior,Bio med
"Mohammed,Seeman",16,0.24,13,Freshman,Computer Science
"Thomas,Emma",18,0.39,34,Senior,Pedophile
"Hugh ,Tarken",19,2.88,48,Senior,Bio med
"Mary ,Dirkas",15,0.3,19,Junior,culinary
"Jerome ,Alakas",19,3.9,26,Junior,Pervert
"Carman ,Emma",16,2.3,5,Freshman,Early College
"Joe,Janus",19,1.36,29,Sophmore,culinary
"Carman ,Anderson",15,2.94,25,Junior,Athletics
"John ,Dirkas",18,3.49,0,Freshman,Music
"Christopher,Seeman",17,2.11,37,Junior,criminal justice
"Carman ,Dirkas",19,1.49,60,Freshman,culinary
"Mohammed,Alakas",16,1.72,41,Senior,Computer Science
"David,Emma",17,0.14,20,Freshman,Bio med
"Mac,Smith",19,3.6,13,Senior,Marketing
"John ,Janus",17,1.47,14,Junior,Buisness
"Jerome ,Tarken",18,0.08,29,Senior,Athletics
"Ben ,Dirkas",17,1.98,56,Senior,culinary
"Robert,Kurtis",17,3.53,50,Junior,Computer Science
"John ,Dover",18,1.42,35,Junior,Computer Science
"Robert,Alakas",18,3.37,42,Senior,Engineering
"David,Anderson",18,1.84,18,Sophmore,Early childhood Education
"Richard,Emma",15,3.87,0,Senior,Pedophile
"Thomas,Seeman",18,2.22,33,Junior,Early childhood Education
"Thomas,Alakas",18,0.08,17,Senior,culinary
"Robert,Alakas",15,2.32,29,Junior,Music
"Jessica ,Tarken",14,0.28,44,Junior,criminal justice
"Mohammed,Tarken",14,0.76,52,Junior,Math
"Mohammed,Smith",18,3.56,57,Senior,Early College
"Thomas,Emma",19,3.47,13,Junior,Early childhood Education
"Christopher,Alakas",19,3.16,43,Sophmore,Bio med
"Mary ,Dirkas",18,3.87,10,Junior,Buisness
"Jerome ,Janus",15,0.81,19,Senior,Pedophile
"Mary ,Emma",14,3.1,0,Sophmore,Marketing
"Mac,Tarken",14,2.18,54,Freshman,culinary
"Robert,Seeman",14,3.53,10,Sophmore,criminal justice
"Hugh ,Janus",15,2.7,38,Sophmore,Pervert
"Mary ,Dover",15,3.08,41,Sophmore,Pervert
"John ,Dirkas",18,0.81,48,Senior,Math
"David,Alakas",19,3.02,33,Freshman,Pedophile
"Ben ,Kurtis",18,3.87,43,Senior,Music
"Jerome ,Janus",16,0.17,59,Senior,Early College
"Carman ,Dirkas",17,1.51,47,Senior,Early College
"Christopher,Emma",15,4.19,55,Junior,Athletics
"Christopher,Tarken",18,4.14,50,Freshman,Athletics
"Richard,Alakas",18,0.97,36,Freshman,Music
"Joe,Tarken",18,1.85,57,Junior,Engineering
"Mary ,Seeman",14,4.26,57,Sophmore,Buisness
"David,Dover",19,2.23,5,Junior,Athletics
"Mohammed,Tarken",18,1.48,32,Sophmore,Buisness
"David,Dirkas",19,3.63,31,Sophmore,Music
"Carman ,Smith",15,1.13,23,Freshman,Marketing
"Carman ,Seeman",15,1.38,13,Sophmore,Athletics
"Joe,Dirkas",19,2.69,58,Senior,Athletics
"Mac,Tarken",19,0.05,2,Freshman,Engineering
"Carman ,Dirkas",17,3.88,4,Senior,Early childhood Education
"Richard,Dover",15,0.43,2,Sophmore,Buisness
"John ,Janus",16,0.05,14,Freshman,Engineering
"Joe,Janus",19,0.19,1,Sophmore,Early College
"Jerome ,Dirkas",15,3.42,48,Sophmore,Athletics
"Mohammed,Tarken",17,3.14,18,Freshman,culinary
"Thomas,Smith",19,2.33,60,Senior,Early childhood Education
"Jerome ,Emma",16,1.94,35,Sophmore,Marketing
"Joe,Emma",19,1.68,22,Senior,culinary
"Christopher,Smith",15,0.3,4,Sophmore,Computer Science
"Hugh ,Janus",19,0.59,37,Junior,Early College
"Robert,Dirkas",15,1.67,45,Senior,Buisness
"Christopher,Janus",15,4.2,7,Sophmore,Engineering
"Robert,Kurtis",14,1.17,35,Senior,Marketing
"David,Emma",18,0.95,36,Junior,Marketing
"Richard,Seeman",17,3.99,52,Freshman,Buisness
"Hugh ,Janus",15,1.54,20,Senior,Bio med
"Hugh ,Dirkas",14,4.03,7,Senior,Bio med
"Mohammed,Janus",14,4.03,52,Senior,Pervert
"William,Anderson",18,2.28,0,Freshman,Pedophile
"Mac,Alakas",17,0.67,31,Junior,Buisness
"Christopher,Tarken",15,4.41,13,Freshman,criminal justice
"Mac,Alakas",18,2.63,26,Freshman,Early childhood Education
"David,Kurtis",19,1.54,42,Sophmore,Athletics
"Ben ,Emma",15,2.0,58,Junior,Pervert
"Ben ,Emma",16,0.46,29,Junior,Pervert
"Jerome ,Smith",15,1.86,60,Junior,Pedophile
"Hugh ,Dover",14,4.37,34,Sophmore,Early childhood Education
"Hugh ,Dover",19,4.38,54,Senior,Marketing
"Mary ,Anderson",18,1.98,42,Senior,culinary
"Hugh ,Dover",14,4.27,31,Senior,Music
"Mary ,Seeman",18,4.3,45,Freshman,criminal justice
"Richard,Dover",14,1.85,22,Senior,Math
"Robert,Emma",19,3.17,47,Sophmore,Bio med
"William,Dirkas",19,4.49,4,Junior,Computer Science
"John ,Alakas",18,2.48,25,Senior,Music
"Mohammed,Dirkas",17,3.94,41,Sophmore,Early childhood Education
"Carman ,Smith",15,3.42,26,Sophmore,Athletics
"Thomas,Dover",15,2.56,46,Junior,criminal justice
"Ben ,Kurtis",18,0.63,26,Sophmore,Early childhood Education
"Ben ,Janus",14,3.62,24,Sophmore,culinary
"Christopher,Seeman",15,0.09,45,Freshman,Music
"Jerome ,Smith",14,0.25,55,Freshman,culinary
"Richard,Dirkas",17,1.4,18,Freshman,Pervert
"Richard,Smith",19,2.54,6,Senior,Bio med
"Hugh ,Tarken",18,0.71,34,Freshman,Marketing
"Mohammed,Anderson",15,2.14,49,Junior,Early childhood Education
"William,Janus",14,1.05,25,Senior,culinary
"William,Seeman",17,4.17,9,Sophmore,culinary
"Mohammed,Janus",15,3.8,4,Freshman,Early childhood Education
"Jessica ,Anderson",16,2.45,16,Freshman,culinary
"Thomas,Kurtis",16,1.25,47,Freshman,Music
"Mary ,Dirkas",19,2.16,7,Sophmore,Math
"Christopher,Alakas",19,1.9,24,Junior,Early childhood Education
"James ,Kurtis",19,3.62,34,Freshman,culinary
"Carman ,Janus",14,1.78,9,Junior,Pervert
"Carman ,Alakas",18,1.51,28,Junior,Athletics
"Christopher,Janus",15,0.32,8,Senior,Athletics
"Ben ,Dirkas",18,3.85,40,Senior,Marketing
"James ,Seeman",14,0.26,51,Senior,Bio med
"Robert,Dirkas",17,2.97,35,Sophmore,Computer Science
"Mohammed,Tarken",17,4.25,32,Sophmore,Early College
"John ,Dirkas",19,0.2,22,Senior,Early College
"Thomas,Emma",18,1.29,51,Freshman,Marketing
"Jerome ,Alakas",14,2.16,10,Freshman,Athletics
"Mary ,Alakas",14,1.2,16,Junior,Buisness
"Jerome ,Dirkas",14,2.18,32,Senior,Athletics
"Christopher,Dover",17,1.3,40,Junior,Engineering
"Mohammed,Dirkas",18,2.95,6,Freshman,Buisness
"Mohammed,Janus",16,0.15,60,Senior,Engineering
"Mac,Dover",16,1.29,37,Freshman,criminal justice
"Thomas,Tarken",18,1.17,9,Junior,culinary
"Christopher,Dover",14,1.66,40,Junior,Music
"Ben ,Emma",16,3.72,56,Sophmore,Pedophile
"Thomas,Anderson",17,1.74,36,Sophmore,criminal justice
"Thomas,Dirkas",18,1.93,56,Sophmore,Buisness
"Christopher,Kurtis",17,4.28,60,Senior,Early childhood Education
"Ben ,Emma",14,4.12,51,Freshman,Pervert
"Mohammed,Kurtis",16,2.24,13,Senior,culinary
"David,Alakas",14,2.96,52,Freshman,Early childhood Education
"Carman ,Anderson",16,3.66,35,Senior,Music
"William,Dirkas",14,1.76,56,Junior,Pedophile
"Mary ,Dover",15,2.82,43,Senior,Marketing
"Richard,Emma",17,3.6,12,Senior,Buisness
"Mohammed,Emma",15,1.25,29,Senior,Music
"Mohammed,Seeman",14,3.9,18,Junior,Music
"Christopher,Dover",19,1.51,5,Senior,Early College
"Joe,Kurtis",19,1.06,24,Senior,Pervert
"John ,Anderson",15,1.92,56,Sophmore,Pedophile
"William,Tarken",14,3.31,58,Junior,Math
"Mac,Seeman",14,0.25,40,Senior,Athletics
"Ben ,Dirkas",15,1.48,18,Junior,Early childhood Education
"Mac,Emma",17,1.51,19,Freshman,Engineering
"Jessica ,Tarken",19,1.14,9,Junior,Early College
"Hugh ,Dover",14,0.67,59,Junior,criminal justice
"William,Janus",17,4.14,7,Senior,Music
"Christopher,Seeman",14,2.3,58,Junior,Engineering
"Thomas,Dirkas",14,2.92,12,Junior,Math
"James ,Kurtis",16,2.11,22,Junior,Early childhood Education
"Jessica ,Emma",18,0.76,2,Freshman,Math
"William,Tarken",14,3.65,36,Junior,Pedophile
"Christopher,Anderson",17,2.39,6,Sophmore,Bio med
"Joe,Seeman",18,1.72,25,Junior,Math
"David,Anderson",19,1.24,26,Junior,Computer Science
"Mary ,Kurtis",17,4.43,26,Sophmore,Buisness
"Christopher,Kurtis",14,1.22,47,Senior,Math
"David,Tarken",14,3.39,36,Freshman,Buisness
"David,Seeman",19,2.97,57,Junior,Engineering
"James ,Alakas",15,3.06,41,Junior,Athletics
"Mac,Dirkas",19,1.62,17,Freshman,Music
"Robert,Janus",14,2.27,16,Sophmore,Bio med
"Mary ,Anderson",16,1.75,36,Senior,culinary
"Richard,Emma",19,3.01,26,Senior,culinary
"Ben ,Emma",18,2.23,16,Sophmore,Early childhood Education
"John ,Emma",18,1.95,21,Sophmore,criminal justice
"William,Smith",17,2.4,57,Sophmore,Computer Science
"Christopher,Alakas",18,3.06,31,Senior,Pervert
"Robert,Tarken",15,2.75,25,Freshman,Early College
